# rtl-power-fftw output
# Acquisition start: 2019-04-21 10:52:31 UTC
# Acquisition end: 2019-04-21 10:52:52 UTC
#
# frequency [Hz] power spectral density [dB/Hz]
1.41940575e+09 4.25191e-05
1.41940771e+09 4.23458e-05
1.41940966e+09 4.233e-05
1.41941161e+09 4.25027e-05
1.41941356e+09 4.21195e-05
1.41941552e+09 4.23165e-05
1.41941747e+09 4.16424e-05
1.41941942e+09 4.15769e-05
1.41942138e+09 4.1257e-05
1.41942333e+09 4.14938e-05
1.41942528e+09 4.06849e-05
1.41942724e+09 4.07594e-05
1.41942919e+09 4.07622e-05
1.41943114e+09 4.07759e-05
1.4194331e+09 4.06542e-05
1.41943505e+09 4.03602e-05
1.419437e+09 4.03604e-05
1.41943896e+09 4.02841e-05
1.41944091e+09 4.01869e-05
1.41944286e+09 4.00949e-05
1.41944481e+09 4.04401e-05
1.41944677e+09 4.01881e-05
1.41944872e+09 4.02382e-05
1.41945067e+09 4.01375e-05
1.41945263e+09 4.03501e-05
1.41945458e+09 4.02222e-05
1.41945653e+09 4.00783e-05
1.41945849e+09 4.07796e-05
1.41946044e+09 4.04148e-05
1.41946239e+09 4.06459e-05
1.41946435e+09 4.07844e-05
1.4194663e+09 4.07052e-05
1.41946825e+09 4.08856e-05
1.41947021e+09 4.14882e-05
1.41947216e+09 4.15111e-05
1.41947411e+09 4.14503e-05
1.41947606e+09 4.15315e-05
1.41947802e+09 4.20389e-05
1.41947997e+09 4.19521e-05
1.41948192e+09 4.27028e-05
1.41948388e+09 4.25617e-05
1.41948583e+09 4.28817e-05
1.41948778e+09 4.33151e-05
1.41948974e+09 4.36272e-05
1.41949169e+09 4.38463e-05
1.41949364e+09 4.42415e-05
1.4194956e+09 4.45134e-05
1.41949755e+09 4.46273e-05
1.4194995e+09 4.52307e-05
1.41950146e+09 4.5832e-05
1.41950341e+09 4.58802e-05
1.41950536e+09 4.65351e-05
1.41950731e+09 4.63767e-05
1.41950927e+09 4.68713e-05
1.41951122e+09 4.7165e-05
1.41951317e+09 4.80179e-05
1.41951513e+09 4.84601e-05
1.41951708e+09 4.90154e-05
1.41951903e+09 4.96968e-05
1.41952099e+09 5.03641e-05
1.41952294e+09 5.06496e-05
1.41952489e+09 5.13006e-05
1.41952685e+09 5.13608e-05
1.4195288e+09 5.20422e-05
1.41953075e+09 5.28329e-05
1.41953271e+09 5.36054e-05
1.41953466e+09 5.38416e-05
1.41953661e+09 5.44636e-05
1.41953856e+09 5.51198e-05
1.41954052e+09 5.53716e-05
1.41954247e+09 5.59424e-05
1.41954442e+09 5.64882e-05
1.41954638e+09 5.66311e-05
1.41954833e+09 5.83427e-05
1.41955028e+09 5.79098e-05
1.41955224e+09 5.91159e-05
1.41955419e+09 5.99874e-05
1.41955614e+09 6.03045e-05
1.4195581e+09 6.10374e-05
1.41956005e+09 6.14654e-05
1.419562e+09 6.13814e-05
1.41956396e+09 6.25542e-05
1.41956591e+09 6.3325e-05
1.41956786e+09 6.39226e-05
1.41956981e+09 6.40213e-05
1.41957177e+09 6.51651e-05
1.41957372e+09 6.49437e-05
1.41957567e+09 6.57675e-05
1.41957763e+09 6.70912e-05
1.41957958e+09 6.77998e-05
1.41958153e+09 6.81076e-05
1.41958349e+09 6.80166e-05
1.41958544e+09 6.89765e-05
1.41958739e+09 6.99629e-05
1.41958935e+09 6.98988e-05
1.4195913e+09 7.06316e-05
1.41959325e+09 7.13747e-05
1.41959521e+09 7.23465e-05
1.41959716e+09 7.26214e-05
1.41959911e+09 7.36866e-05
1.41960106e+09 7.44969e-05
1.41960302e+09 7.46283e-05
1.41960497e+09 7.55001e-05
1.41960692e+09 7.59712e-05
1.41960888e+09 7.66175e-05
1.41961083e+09 7.75997e-05
1.41961278e+09 7.73724e-05
1.41961474e+09 7.74202e-05
1.41961669e+09 7.87753e-05
1.41961864e+09 7.95815e-05
1.4196206e+09 8.02072e-05
1.41962255e+09 8.05868e-05
