# rtl-power-fftw output
# Acquisition start: 2019-04-21 11:52:08 UTC
# Acquisition end: 2019-04-21 11:52:29 UTC
#
# frequency [Hz] power spectral density [dB/Hz]
1.41940575e+09 2.30646e-05
1.41940771e+09 2.30783e-05
1.41940966e+09 2.26158e-05
1.41941161e+09 2.29262e-05
1.41941356e+09 2.25369e-05
1.41941552e+09 2.26733e-05
1.41941747e+09 2.24583e-05
1.41941942e+09 2.23317e-05
1.41942138e+09 2.23826e-05
1.41942333e+09 2.22941e-05
1.41942528e+09 2.2267e-05
1.41942724e+09 2.19042e-05
1.41942919e+09 2.20457e-05
1.41943114e+09 2.19912e-05
1.4194331e+09 2.1942e-05
1.41943505e+09 2.21008e-05
1.419437e+09 2.16898e-05
1.41943896e+09 2.18228e-05
1.41944091e+09 2.18194e-05
1.41944286e+09 2.16944e-05
1.41944481e+09 2.16199e-05
1.41944677e+09 2.17973e-05
1.41944872e+09 2.18428e-05
1.41945067e+09 2.16976e-05
1.41945263e+09 2.19147e-05
1.41945458e+09 2.18547e-05
1.41945653e+09 2.21095e-05
1.41945849e+09 2.19643e-05
1.41946044e+09 2.17057e-05
1.41946239e+09 2.19959e-05
1.41946435e+09 2.19424e-05
1.4194663e+09 2.20272e-05
1.41946825e+09 2.24991e-05
1.41947021e+09 2.24427e-05
1.41947216e+09 2.25742e-05
1.41947411e+09 2.2536e-05
1.41947606e+09 2.27199e-05
1.41947802e+09 2.28587e-05
1.41947997e+09 2.28154e-05
1.41948192e+09 2.32206e-05
1.41948388e+09 2.30676e-05
1.41948583e+09 2.3292e-05
1.41948778e+09 2.32283e-05
1.41948974e+09 2.39058e-05
1.41949169e+09 2.36709e-05
1.41949364e+09 2.39606e-05
1.4194956e+09 2.41911e-05
1.41949755e+09 2.43094e-05
1.4194995e+09 2.41972e-05
1.41950146e+09 2.47508e-05
1.41950341e+09 2.47874e-05
1.41950536e+09 2.55604e-05
1.41950731e+09 2.51138e-05
1.41950927e+09 2.54962e-05
1.41951122e+09 2.55888e-05
1.41951317e+09 2.58569e-05
1.41951513e+09 2.60949e-05
1.41951708e+09 2.64812e-05
1.41951903e+09 2.65244e-05
1.41952099e+09 2.69123e-05
1.41952294e+09 2.72782e-05
1.41952489e+09 2.7137e-05
1.41952685e+09 2.759e-05
1.4195288e+09 2.80431e-05
1.41953075e+09 2.79974e-05
1.41953271e+09 2.84172e-05
1.41953466e+09 2.88874e-05
1.41953661e+09 2.87656e-05
1.41953856e+09 2.95508e-05
1.41954052e+09 2.9293e-05
1.41954247e+09 2.95457e-05
1.41954442e+09 3.00279e-05
1.41954638e+09 3.03918e-05
1.41954833e+09 3.06573e-05
1.41955028e+09 3.0939e-05
1.41955224e+09 3.12489e-05
1.41955419e+09 3.20651e-05
1.41955614e+09 3.21548e-05
1.4195581e+09 3.26172e-05
1.41956005e+09 3.26757e-05
1.419562e+09 3.31455e-05
1.41956396e+09 3.31716e-05
1.41956591e+09 3.34635e-05
1.41956786e+09 3.35426e-05
1.41956981e+09 3.39622e-05
1.41957177e+09 3.51487e-05
1.41957372e+09 3.49111e-05
1.41957567e+09 3.49728e-05
1.41957763e+09 3.53452e-05
1.41957958e+09 3.63064e-05
1.41958153e+09 3.6183e-05
1.41958349e+09 3.66679e-05
1.41958544e+09 3.70807e-05
1.41958739e+09 3.71954e-05
1.41958935e+09 3.95768e-05
1.4195913e+09 3.80551e-05
1.41959325e+09 3.81247e-05
1.41959521e+09 3.81935e-05
1.41959716e+09 3.83853e-05
1.41959911e+09 3.85996e-05
1.41960106e+09 3.91775e-05
1.41960302e+09 3.93369e-05
1.41960497e+09 3.99938e-05
1.41960692e+09 4.04002e-05
1.41960888e+09 4.03237e-05
1.41961083e+09 4.09119e-05
1.41961278e+09 4.17931e-05
1.41961474e+09 4.10414e-05
1.41961669e+09 4.19796e-05
1.41961864e+09 4.23483e-05
1.4196206e+09 4.23138e-05
